msk_instl_loan_user,msk_other_lending_user,msk_ever_loan_user,msk_mth_since_last_limit_review,msk_unauth_over_card_limit,dummy_cus_key
N,N,0,0,0,A018831
N,N,0,11,0,A018832
N,N,0,15,0,A018833
N,N,0,135,0,A018834
N,N,0,44,0,A018835
N,N,0,18,0,A018836
N,N,0,0,0,A018837
N,N,0,33,0,A018838
N,Y,1,,0,A018839
N,N,0,0,0,A018840
N,N,0,21,0,A018841
N,N,0,152,0,A018842
N,N,0,39,0,A018843
N,N,0,14,0,A018844
N,N,0,95,0,A018845
N,N,0,1,0,A018846
N,N,0,68,0,A018847
N,N,0,4,0,A018848
N,N,0,97,0,A018849
N,N,0,46,0,A018850
N,N,0,14,0,A018851
N,N,0,31,0,A018852
N,N,1,47,1,A018853
N,N,0,0,0,A018854
N,N,0,23,0,A018855
N,N,0,19,0,A018856
N,N,0,62,0,A018857
N,N,0,10,0,A018858
N,N,0,25,0,A018859
N,N,0,,0,A018860
N,N,0,10,0,A018861
N,N,0,59,0,A018862
N,N,0,55,0,A018863
N,N,0,109,0,A018864
N,N,0,18,0,A018865
N,N,0,19,1,A018866
N,N,0,65,0,A018867
N,N,0,9,0,A018868
N,N,0,12,0,A018869
N,N,0,186,0,A018870
N,N,0,67,0,A018871
N,N,0,125,0,A018872
N,N,0,36,0,A018873
N,N,0,15,1,A018874
N,N,0,,0,A018875
N,N,0,,0,A018876
N,N,0,57,0,A018877
N,N,0,11,0,A018878
N,N,1,31,0,A018879
N,N,0,20,1,A018880
N,N,0,5,0,A018881
N,N,0,43,0,A018882
N,N,1,57,0,A018883
N,N,0,115,0,A018884
N,N,0,0,0,A018885
N,N,0,14,0,A018886
N,N,0,3,1,A018887
N,Y,1,11,1,A018888
N,N,0,153,0,A018889
N,N,0,15,0,A018890
N,N,1,18,0,A018891
N,N,0,20,1,A018892
N,N,0,0,0,A018893
Y,N,1,,0,A018894
N,N,0,23,0,A018895
N,N,1,5,0,A018896
N,N,0,5,0,A018897
N,N,0,56,0,A018898
N,N,0,7,0,A018899
N,N,1,,1,A018900
N,N,0,15,0,A018901
N,N,0,28,0,A018902
N,Y,1,18,1,A018903
N,N,0,26,0,A018904
N,N,0,68,0,A018905
N,N,0,70,0,A018906
Y,N,1,,0,A018907
N,N,0,12,0,A018908
N,N,0,4,0,A018909
N,N,0,29,0,A018910
N,N,0,6,1,A018911
N,N,0,5,0,A018912
N,N,0,3,0,A018913
N,Y,1,2,1,A018914
N,N,0,12,0,A018915
N,N,0,26,0,A018916
N,N,0,1,0,A018917
N,N,0,136,0,A018918
N,N,0,20,0,A018919
N,N,0,102,0,A018920
Y,N,1,,0,A018921
N,N,0,0,1,A018922
N,N,0,16,0,A018923
N,N,0,19,0,A018924
N,N,0,11,0,A018925
N,N,0,14,0,A018926
N,N,0,0,0,A018927
N,N,1,29,0,A018928
N,N,0,67,1,A018929
N,N,0,183,0,A018930
N,N,0,177,0,A018931
N,N,0,60,1,A018932
N,N,0,0,0,A018933
N,N,0,22,0,A018934
N,N,0,0,0,A018935
N,Y,1,11,1,A018936
Y,N,1,24,0,A018937
N,N,0,84,0,A018938
N,N,0,24,1,A018939
Y,N,1,3,0,A018940
N,N,0,30,0,A018941
N,N,0,65,0,A018942
N,N,0,65,0,A018943
N,N,0,69,0,A018944
N,N,0,43,0,A018945
N,N,0,69,0,A018946
N,N,0,14,0,A018947
N,N,0,12,0,A018948
Y,N,1,12,0,A018949
Y,N,1,18,0,A018950
N,N,0,1,0,A018951
N,N,0,23,0,A018952
N,N,0,4,0,A018953
N,N,0,48,0,A018954
N,N,0,38,1,A018955
N,N,0,32,0,A018956
N,N,1,,0,A018957
N,Y,1,0,1,A018958
N,N,0,7,0,A018959
N,N,0,0,0,A018960
N,N,0,5,0,A018961
N,N,0,53,0,A018962
N,N,0,21,0,A018963
N,N,0,10,0,A018964
N,N,0,140,0,A018965
N,N,0,44,0,A018966
N,N,0,129,0,A018967
N,N,1,4,0,A018968
Y,N,1,56,0,A018969
N,N,0,71,0,A018970
N,N,0,0,0,A018971
N,N,0,2,0,A018972
N,Y,1,9,1,A018973
N,N,0,65,0,A018974
N,N,0,12,1,A018975
N,N,0,66,0,A018976
N,N,0,21,0,A018977
N,N,0,18,0,A018978
N,N,0,7,0,A018979
N,N,1,49,0,A018980
N,N,0,67,0,A018981
N,N,0,1,0,A018982
N,N,0,33,0,A018983
N,N,0,142,0,A018984
N,Y,1,18,0,A018985
N,N,0,129,0,A018986
N,N,0,63,0,A018987
N,N,0,14,0,A018988
N,N,0,38,0,A018989
N,N,0,6,1,A018990
N,N,0,1,0,A018991
Y,N,1,64,0,A018992
N,N,0,3,0,A018993
N,N,0,89,0,A018994
Y,N,1,10,1,A018995
N,N,0,1,0,A018996
N,N,0,21,0,A018997
N,N,0,171,0,A018998
N,Y,0,,1,A018999
N,N,0,2,0,A019000
N,N,0,52,0,A019001
N,N,0,,0,A019002
N,N,0,54,1,A019003
Y,N,1,11,0,A019004
N,N,1,37,0,A019005
N,N,0,25,0,A019006
N,N,0,62,0,A019007
Y,N,1,56,0,A019008
N,N,0,25,0,A019009
N,N,0,18,0,A019010
N,Y,1,,0,A019011
N,N,1,34,1,A019012
N,N,0,77,0,A019013
N,N,0,25,0,A019014
Y,N,1,6,1,A019015
N,N,0,9,0,A019016
N,N,0,78,0,A019017
N,N,0,7,0,A019018
N,Y,1,,1,A019019
N,N,0,7,1,A019020
Y,N,1,3,0,A019021
N,N,0,21,0,A019022
N,N,1,9,1,A019023
Y,N,1,1,0,A019024
N,N,0,16,0,A019025
N,N,0,12,0,A019026
N,Y,1,5,0,A019027
N,N,0,62,0,A019028
N,N,0,169,0,A019029
N,N,0,48,1,A019030
N,Y,0,3,0,A019031
N,N,0,2,0,A019032
N,N,0,13,0,A019033
N,N,0,2,0,A019034
N,N,0,19,1,A019035
N,N,0,113,0,A019036
N,Y,1,62,1,A019037
N,N,0,9,0,A019038
N,N,0,125,0,A019039
N,N,0,33,0,A019040
N,N,0,3,0,A019041
N,N,0,16,0,A019042
N,N,0,31,1,A019043
N,N,0,176,0,A019044
N,N,0,51,0,A019045
N,N,0,183,0,A019046
N,N,0,100,0,A019047
N,N,0,6,0,A019048
N,N,1,5,0,A019049
N,N,1,11,0,A019050
N,N,1,7,1,A019051
N,N,0,58,0,A019052
N,N,0,0,0,A019053
Y,N,1,5,0,A019054
N,N,0,5,1,A019055
N,N,0,8,0,A019056
N,N,0,68,0,A019057
N,N,0,80,0,A019058
N,Y,1,93,0,A019059
N,N,0,16,0,A019060
N,N,0,13,0,A019061
N,Y,1,97,0,A019062
N,N,0,128,0,A019063
N,N,0,36,1,A019064
N,N,0,19,0,A019065
N,N,0,152,0,A019066
N,N,0,44,0,A019067
Y,N,1,11,1,A019068
N,N,0,149,0,A019069
N,N,0,13,0,A019070
N,N,0,23,0,A019071
N,N,0,116,0,A019072
N,N,0,12,0,A019073
N,N,1,23,0,A019074
N,N,0,21,0,A019075
Y,N,1,10,0,A019076
N,N,0,25,1,A019077
N,Y,1,27,0,A019078
N,N,0,47,0,A019079
N,N,0,79,0,A019080
N,N,0,25,0,A019081
N,N,0,191,0,A019082
N,Y,1,24,0,A019083
N,N,0,12,0,A019084
Y,N,1,8,0,A019085
N,Y,1,2,1,A019086
N,N,0,143,1,A019087
N,N,0,73,0,A019088
N,N,0,50,1,A019089
N,N,0,16,0,A019090
N,N,0,18,0,A019091
N,N,0,115,0,A019092
N,N,0,171,0,A019093
N,N,0,7,0,A019094
N,N,0,6,0,A019095
N,N,0,28,0,A019096
N,N,0,148,0,A019097
N,N,1,14,1,A019098
N,N,0,2,1,A019099
N,N,0,59,1,A019100
N,Y,1,147,1,A019101
N,N,0,18,0,A019102
N,N,0,36,1,A019103
N,N,0,12,0,A019104
N,N,0,139,0,A019105
N,N,0,1,0,A019106
N,N,0,11,0,A019107
N,N,0,114,1,A019108
N,N,0,31,1,A019109
N,N,0,16,0,A019110
N,N,0,46,0,A019111
N,N,0,11,0,A019112
N,N,0,6,0,A019113
N,N,0,87,0,A019114
N,N,0,5,0,A019115
N,N,0,22,1,A019116
N,N,0,169,0,A019117
N,Y,1,,0,A019118
N,N,0,78,0,A019119
N,Y,1,11,0,A019120
N,N,0,49,0,A019121
N,N,0,12,0,A019122
N,N,0,115,0,A019123
N,N,0,48,0,A019124
N,N,0,68,1,A019125
Y,N,1,19,0,A019126
N,N,0,58,0,A019127
N,N,0,17,0,A019128
N,N,0,41,0,A019129
N,N,0,62,0,A019130
N,Y,1,19,0,A019131
N,N,0,12,0,A019132
N,N,0,96,0,A019133
N,N,0,,0,A019134
N,Y,1,22,0,A019135
N,N,0,13,0,A019136
N,N,0,33,0,A019137
N,N,0,90,0,A019138
N,N,0,147,0,A019139
N,N,0,164,0,A019140
N,N,0,20,0,A019141
N,N,1,47,0,A019142
N,N,0,11,0,A019143
N,N,0,14,0,A019144
N,N,0,37,0,A019145
N,N,0,60,0,A019146
N,N,0,6,1,A019147
N,N,0,57,0,A019148
N,N,0,93,0,A019149
N,N,1,100,0,A019150
N,N,0,1,0,A019151
N,N,0,4,0,A019152
N,N,0,36,0,A019153
N,N,0,19,1,A019154
Y,N,1,1,0,A019155
N,N,0,21,0,A019156
N,N,0,25,0,A019157
N,N,0,12,0,A019158
N,N,0,13,0,A019159
N,N,0,13,0,A019160
Y,N,1,10,0,A019161
N,N,0,15,0,A019162
N,N,0,0,0,A019163
N,N,0,88,0,A019164
N,N,0,57,0,A019165
N,N,0,108,0,A019166
N,N,0,67,1,A019167
N,N,0,13,0,A019168
N,Y,1,9,0,A019169
N,N,0,7,0,A019170
N,N,0,10,1,A019171
N,N,1,24,0,A019172
N,N,0,91,0,A019173
N,N,0,9,0,A019174
N,Y,1,24,0,A019175
N,N,0,19,0,A019176
N,N,0,21,1,A019177
Y,N,1,123,0,A019178
N,Y,1,47,0,A019179
N,N,0,17,0,A019180
N,N,0,5,0,A019181
N,N,0,4,0,A019182
N,N,0,18,0,A019183
N,N,0,7,0,A019184
N,N,0,96,0,A019185
N,N,0,30,0,A019186
N,N,0,53,0,A019187
N,N,0,22,1,A019188
N,N,0,6,0,A019189
N,Y,1,14,1,A019190
N,N,0,35,0,A019191
N,Y,1,29,0,A019192
N,N,0,51,0,A019193
Y,N,1,29,0,A019194
Y,N,1,,1,A019195
Y,N,1,67,0,A019196
N,N,0,64,0,A019197
N,N,0,42,0,A019198
N,N,0,127,0,A019199
N,N,0,48,0,A019200
N,N,0,99,0,A019201
N,N,0,68,0,A019202
Y,N,1,13,0,A019203
N,N,0,129,0,A019204
N,N,0,44,0,A019205
N,Y,1,3,1,A019206
N,Y,1,23,0,A019207
N,Y,1,27,0,A019208
N,N,0,75,0,A019209
N,N,0,13,0,A019210
N,N,0,103,0,A019211
Y,N,1,5,0,A019212
N,N,0,2,0,A019213
Y,N,1,,0,A019214
N,N,0,47,0,A019215
N,N,0,15,0,A019216
N,N,0,19,1,A019217
N,N,0,28,0,A019218
N,N,0,23,0,A019219
N,Y,1,2,0,A019220
N,N,0,96,0,A019221
N,N,0,0,0,A019222
N,N,1,32,0,A019223
N,Y,1,3,1,A019224
N,N,0,58,0,A019225
N,N,0,47,0,A019226
N,N,0,46,1,A019227
N,N,0,66,0,A019228
N,N,0,106,0,A019229
N,N,0,5,0,A019230
N,N,0,98,0,A019231
Y,N,1,27,0,A019232
N,Y,1,20,1,A019233
N,N,0,11,1,A019234
N,Y,1,20,0,A019235
N,N,0,78,0,A019236
N,N,0,124,0,A019237
N,N,0,123,0,A019238
N,N,0,2,0,A019239
N,Y,1,,0,A019240
Y,N,1,3,0,A019241
N,N,0,63,0,A019242
N,N,0,,1,A019243
N,N,0,19,0,A019244
N,N,0,44,0,A019245
N,N,0,4,0,A019246
N,N,0,,0,A019247
N,N,0,8,0,A019248
N,N,0,69,1,A019249
N,N,0,20,0,A019250
N,N,0,74,0,A019251
N,N,0,2,0,A019252
N,Y,1,0,0,A019253
N,N,0,67,0,A019254
Y,N,1,8,0,A019255
N,Y,0,16,0,A019256
N,N,0,37,0,A019257
N,N,0,2,0,A019258
N,N,0,31,0,A019259
N,Y,0,125,0,A019260
N,N,0,36,0,A019261
N,N,0,124,0,A019262
N,N,0,24,0,A019263
Y,N,1,,0,A019264
N,N,0,13,1,A019265
N,N,0,165,0,A019266
Y,N,1,17,0,A019267
N,N,0,23,0,A019268
N,N,0,4,0,A019269
N,Y,1,4,1,A019270
N,N,1,16,0,A019271
N,N,0,53,0,A019272
N,Y,1,20,0,A019273
N,N,0,97,0,A019274
N,N,0,53,0,A019275
N,N,0,6,1,A019276
N,N,0,1,0,A019277
N,N,0,49,0,A019278
N,Y,1,0,1,A019279
N,N,1,7,0,A019280
N,N,0,17,0,A019281
N,Y,1,19,0,A019282
Y,N,1,4,1,A019283
N,N,0,122,0,A019284
N,N,0,9,1,A019285
N,N,0,62,0,A019286
N,N,0,35,0,A019287
N,N,0,6,0,A019288
N,Y,1,22,0,A019289
Y,N,1,,0,A019290
N,N,0,129,0,A019291
N,N,0,4,0,A019292
N,N,0,39,0,A019293
N,N,0,31,0,A019294
N,N,0,11,0,A019295
N,N,0,47,0,A019296
N,N,0,25,1,A019297
Y,N,1,5,0,A019298
N,N,0,8,0,A019299
N,N,0,119,0,A019300
N,N,0,78,0,A019301
N,N,0,12,0,A019302
N,N,0,9,0,A019303
N,N,0,21,0,A019304
N,N,0,10,1,A019305
Y,N,1,,0,A019306
Y,N,1,0,0,A019307
N,N,1,60,0,A019308
N,N,0,4,0,A019309
N,N,0,129,0,A019310
N,N,0,19,0,A019311
N,N,0,13,0,A019312
N,N,0,62,0,A019313
N,N,0,0,0,A019314
N,N,0,9,0,A019315
N,N,0,58,0,A019316
N,Y,1,5,1,A019317
N,N,0,65,0,A019318
N,N,0,20,0,A019319
N,N,0,9,0,A019320
N,N,0,82,0,A019321
N,N,0,67,0,A019322
N,N,0,22,1,A019323
N,N,0,11,0,A019324
N,N,0,15,0,A019325
N,N,1,,0,A019326
N,Y,1,58,0,A019327
N,N,1,25,0,A019328
N,N,0,2,0,A019329
N,Y,0,5,0,A019330
N,Y,1,40,0,A019331
N,N,0,17,0,A019332
N,N,0,159,0,A019333
N,N,0,120,0,A019334
Y,N,1,,0,A019335
N,N,0,4,0,A019336
N,N,0,32,0,A019337
N,N,0,155,0,A019338
N,N,0,56,0,A019339
N,N,0,7,0,A019340
N,N,0,1,1,A019341
Y,N,1,,0,A019342
N,N,0,65,0,A019343
N,N,0,3,0,A019344
N,Y,1,1,0,A019345
N,N,0,1,0,A019346
N,N,1,5,0,A019347
N,N,0,57,0,A019348
N,N,0,0,1,A019349
N,N,0,107,0,A019350
N,N,0,11,0,A019351
N,N,0,2,0,A019352
N,N,0,11,0,A019353
N,N,0,13,0,A019354
N,Y,1,,0,A019355
N,N,1,62,0,A019356
N,Y,1,9,1,A019357
N,N,0,57,0,A019358
N,N,0,107,0,A019359
N,N,0,35,0,A019360
Y,N,1,,0,A019361
N,N,0,56,0,A019362
N,N,0,1,0,A019363
N,N,0,41,0,A019364
N,N,0,38,0,A019365
Y,N,1,18,1,A019366
N,N,0,45,0,A019367
N,Y,1,24,0,A019368
N,N,0,,0,A019369
N,N,0,74,0,A019370
N,N,0,74,0,A019371
N,N,0,12,0,A019372
N,Y,1,,1,A019373
N,N,0,1,0,A019374
N,N,0,119,0,A019375
N,N,1,32,0,A019376
N,N,0,62,0,A019377
Y,N,1,3,0,A019378
N,N,0,19,1,A019379
N,N,0,33,0,A019380
N,N,1,5,0,A019381
N,N,0,,0,A019382
Y,N,1,15,1,A019383
N,N,1,13,0,A019384
N,Y,1,28,0,A019385
Y,N,1,12,0,A019386
N,N,0,54,0,A019387
N,N,0,11,0,A019388
N,Y,1,9,0,A019389
N,Y,1,74,0,A019390
N,Y,1,0,1,A019391
Y,N,1,10,0,A019392
Y,N,1,2,0,A019393
N,N,0,11,0,A019394
N,N,0,3,0,A019395
N,N,0,51,0,A019396
N,N,0,15,0,A019397
N,N,0,13,0,A019398
N,Y,1,2,1,A019399
N,N,0,120,0,A019400
N,N,0,123,0,A019401
Y,N,1,40,0,A019402
N,N,0,31,0,A019403
N,N,1,0,0,A019404
N,N,0,172,0,A019405
N,N,1,76,0,A019406
N,N,1,108,0,A019407
N,N,0,12,0,A019408
N,N,0,171,0,A019409
Y,N,1,4,0,A019410
N,N,0,32,0,A019411
N,N,0,38,0,A019412
N,N,1,19,0,A019413
N,N,0,66,0,A019414
N,N,0,134,0,A019415
N,N,0,11,0,A019416
N,N,0,82,0,A019417
N,N,0,181,0,A019418
N,N,0,7,0,A019419
N,N,0,53,0,A019420
Y,N,1,,0,A019421
N,N,0,14,0,A019422
N,Y,1,0,0,A019423
Y,N,1,50,0,A019424
N,N,0,17,0,A019425
N,N,0,152,0,A019426
N,N,0,143,0,A019427
N,N,0,2,0,A019428
N,N,0,19,0,A019429
N,N,0,,0,A019430
N,N,0,1,0,A019431
N,Y,1,,1,A019432
N,N,0,6,0,A019433
N,Y,1,66,1,A019434
N,N,0,192,0,A019435
N,N,0,3,0,A019436
N,N,0,30,0,A019437
N,N,0,19,0,A019438
Y,N,1,,0,A019439
N,N,0,69,0,A019440
N,N,0,119,0,A019441
N,N,1,,0,A019442
N,N,0,65,0,A019443
N,N,0,71,0,A019444
N,N,0,15,0,A019445
N,N,0,65,0,A019446
N,Y,0,1,1,A019447
N,N,0,125,0,A019448
N,N,0,28,1,A019449
N,N,0,3,0,A019450
N,N,1,45,0,A019451
N,N,0,23,0,A019452
N,N,0,25,0,A019453
N,N,0,88,0,A019454
N,N,0,128,0,A019455
N,N,0,3,0,A019456
N,N,0,46,0,A019457
N,Y,1,37,0,A019458
N,N,0,6,0,A019459
N,N,0,21,0,A019460
N,N,0,60,0,A019461
N,N,1,85,0,A019462
N,N,0,141,0,A019463
N,N,0,18,0,A019464
N,N,0,,0,A019465
N,N,0,8,0,A019466
N,Y,1,173,0,A019467
Y,N,1,,0,A019468
N,N,0,62,0,A019469
N,N,0,7,1,A019470
N,N,0,8,0,A019471
N,N,0,19,0,A019472
N,N,0,26,0,A019473
N,N,0,45,0,A019474
Y,N,1,26,0,A019475
N,N,0,17,0,A019476
N,N,0,86,0,A019477
N,N,0,64,0,A019478
Y,N,1,,0,A019479
N,N,0,6,0,A019480
N,N,1,,0,A019481
N,N,0,112,0,A019482
N,Y,1,171,1,A019483
N,N,0,23,0,A019484
N,N,0,54,1,A019485
N,N,0,13,0,A019486
N,N,0,18,0,A019487
N,N,0,2,0,A019488
Y,N,1,23,1,A019489
N,N,0,8,0,A019490
N,N,1,,0,A019491
N,N,0,125,1,A019492
N,N,0,67,1,A019493
N,N,0,50,0,A019494
N,N,0,99,1,A019495
N,N,0,11,0,A019496
N,N,0,14,0,A019497
N,N,0,23,0,A019498
N,N,0,3,0,A019499
N,N,0,16,0,A019500
N,N,0,62,0,A019501
N,Y,1,,0,A019502
N,N,0,13,0,A019503
N,N,0,0,0,A019504
N,N,0,69,0,A019505
N,Y,1,82,0,A019506
N,N,0,40,0,A019507
N,N,0,4,1,A019508
N,N,0,69,0,A019509
N,N,0,14,0,A019510
N,N,0,146,0,A019511
N,N,0,118,0,A019512
N,N,0,76,0,A019513
N,N,0,45,0,A019514
N,N,0,82,0,A019515
N,N,1,,0,A019516
N,N,0,47,0,A019517
N,N,0,109,0,A019518
N,N,1,49,0,A019519
N,N,0,19,0,A019520
N,N,0,1,0,A019521
N,N,0,3,0,A019522
Y,N,1,18,0,A019523
N,N,0,165,0,A019524
Y,N,1,10,0,A019525
N,N,0,23,0,A019526
N,N,0,19,0,A019527
N,Y,1,4,1,A019528
N,N,1,104,0,A019529
N,N,0,40,1,A019530
N,N,0,4,0,A019531
N,N,0,7,0,A019532
N,N,0,2,0,A019533
N,N,0,0,0,A019534
N,N,0,13,0,A019535
N,N,0,33,0,A019536
N,N,0,46,0,A019537
Y,N,1,32,0,A019538
N,Y,0,22,0,A019539
N,N,0,16,0,A019540
N,Y,1,8,0,A019541
N,N,0,67,0,A019542
N,N,0,32,0,A019543
N,N,1,19,1,A019544
N,N,0,10,0,A019545
N,N,0,179,0,A019546
N,N,0,42,0,A019547
Y,N,1,21,0,A019548
N,N,0,44,0,A019549
Y,N,1,33,0,A019550
N,N,0,1,1,A019551
N,N,0,17,0,A019552
N,N,0,171,0,A019553
N,N,0,9,0,A019554
N,N,0,115,0,A019555
N,N,0,97,0,A019556
N,N,0,10,0,A019557
N,N,0,190,0,A019558
N,Y,0,46,0,A019559
N,N,0,63,0,A019560
N,N,0,57,0,A019561
Y,N,1,190,0,A019562
N,Y,1,,0,A019563
N,N,0,68,0,A019564
N,N,0,18,0,A019565
N,N,0,68,0,A019566
N,N,0,3,1,A019567
N,N,0,158,0,A019568
N,N,0,33,0,A019569
N,N,1,15,1,A019570
N,N,0,18,0,A019571
N,N,0,9,0,A019572
N,N,0,31,0,A019573
N,N,0,71,0,A019574
N,N,1,14,1,A019575
N,N,0,9,0,A019576
N,Y,1,35,0,A019577
N,N,0,16,0,A019578
Y,N,1,,0,A019579
N,N,0,2,0,A019580
N,N,0,52,0,A019581
N,N,0,82,0,A019582
N,N,0,93,1,A019583
N,N,0,9,0,A019584
N,N,0,7,0,A019585
N,N,0,4,0,A019586
N,N,0,125,0,A019587
N,N,0,41,0,A019588
N,N,0,87,0,A019589
N,Y,1,,0,A019590
N,Y,1,4,0,A019591
N,N,0,67,0,A019592
N,N,0,63,0,A019593
N,N,0,,0,A019594
N,N,0,5,0,A019595
N,N,1,11,1,A019596
N,N,0,7,1,A019597
N,N,0,1,0,A019598
N,N,0,10,0,A019599
N,N,0,19,0,A019600
N,N,0,92,0,A019601
N,N,0,125,0,A019602
N,N,0,9,1,A019603
N,N,0,2,1,A019604
N,N,0,120,0,A019605
N,N,0,78,0,A019606
N,N,0,26,0,A019607
N,N,0,9,1,A019608
N,N,0,3,0,A019609
N,N,0,99,0,A019610
N,N,0,41,1,A019611
N,Y,1,10,1,A019612
N,N,0,41,0,A019613
N,N,0,56,0,A019614
N,N,0,57,0,A019615
N,N,0,9,1,A019616
N,N,0,5,0,A019617
N,N,0,5,0,A019618
N,N,0,134,0,A019619
N,Y,1,25,1,A019620
N,N,0,30,0,A019621
N,N,0,0,0,A019622
N,N,0,19,1,A019623
N,N,1,40,0,A019624
N,N,1,16,0,A019625
N,N,0,14,0,A019626
N,N,0,123,1,A019627
Y,N,1,,0,A019628
N,N,0,26,0,A019629
N,N,0,20,0,A019630
N,N,0,45,0,A019631
N,N,0,2,0,A019632
N,N,0,11,0,A019633
Y,N,1,8,1,A019634
N,N,0,0,0,A019635
N,N,0,181,0,A019636
Y,N,1,3,0,A019637
N,N,0,78,0,A019638
N,N,0,8,0,A019639
N,N,0,54,0,A019640
N,N,0,11,0,A019641
N,N,0,23,0,A019642
N,N,0,20,0,A019643
Y,N,1,,0,A019644
N,N,0,9,0,A019645
N,N,0,7,0,A019646
N,N,0,14,0,A019647
N,N,0,152,0,A019648
N,N,0,13,0,A019649
N,N,0,0,0,A019650
N,N,0,23,0,A019651
N,N,0,63,0,A019652
N,N,0,14,0,A019653
Y,N,1,59,0,A019654
Y,N,1,87,0,A019655
N,N,1,192,0,A019656
N,N,0,0,0,A019657
N,N,0,87,0,A019658
N,N,1,1,0,A019659
N,N,0,128,0,A019660
N,N,0,20,0,A019661
N,N,0,46,0,A019662
N,N,0,50,0,A019663
N,Y,0,37,0,A019664
N,N,0,0,0,A019665
N,N,0,190,0,A019666
N,N,0,157,0,A019667
N,N,0,0,0,A019668
N,N,0,32,0,A019669
N,N,0,8,1,A019670
N,N,0,8,0,A019671
N,N,0,4,0,A019672
N,N,0,192,0,A019673
N,N,0,77,0,A019674
N,N,0,22,0,A019675
Y,N,1,9,0,A019676
N,N,0,155,0,A019677
N,N,0,19,0,A019678
N,N,0,47,0,A019679
N,N,0,5,1,A019680
N,N,0,11,0,A019681
N,N,0,10,0,A019682
N,N,0,44,0,A019683
N,N,0,64,0,A019684
N,N,0,4,0,A019685
N,N,0,3,0,A019686
N,Y,1,99,0,A019687
N,N,0,34,0,A019688
N,Y,1,38,1,A019689
N,N,0,11,1,A019690
N,N,0,9,0,A019691
N,N,0,21,0,A019692
N,N,1,26,0,A019693
N,N,0,12,0,A019694
N,N,1,7,0,A019695
N,N,0,37,0,A019696
N,N,0,31,1,A019697
N,N,0,24,0,A019698
N,N,0,132,0,A019699
N,N,0,137,1,A019700
N,Y,1,,0,A019701
N,Y,1,87,0,A019702
N,Y,1,44,0,A019703
N,N,0,30,0,A019704
N,N,0,,0,A019705
N,N,1,1,0,A019706
N,N,0,11,0,A019707
N,N,0,9,0,A019708
Y,N,1,32,0,A019709
N,Y,1,71,1,A019710
N,N,0,13,0,A019711
N,N,0,67,0,A019712
N,N,0,21,0,A019713
N,N,0,18,0,A019714
N,N,0,8,0,A019715
N,N,0,10,0,A019716
N,N,0,56,0,A019717
N,Y,1,47,0,A019718
N,N,1,64,0,A019719
N,N,0,171,0,A019720
N,N,0,12,0,A019721
N,N,0,83,0,A019722
Y,N,1,10,0,A019723
N,N,0,22,0,A019724
N,N,0,5,0,A019725
N,N,0,65,0,A019726
N,N,1,126,0,A019727
N,N,0,11,0,A019728
Y,N,1,13,0,A019729
N,N,0,7,0,A019730
N,N,0,4,0,A019731
Y,N,1,3,0,A019732
N,N,0,113,0,A019733
N,N,0,5,0,A019734
N,Y,1,0,0,A019735
N,N,0,17,0,A019736
N,Y,1,22,0,A019737
N,N,1,7,0,A019738
N,Y,1,,1,A019739
N,N,0,31,0,A019740
N,N,1,19,0,A019741
N,N,0,181,0,A019742
N,N,0,7,0,A019743
N,N,0,1,0,A019744
N,N,0,18,1,A019745
N,N,0,4,1,A019746
N,N,0,36,0,A019747
Y,N,1,,0,A019748
N,N,0,165,0,A019749
N,N,0,8,0,A019750
N,N,0,12,1,A019751
N,N,0,22,0,A019752
N,N,0,8,0,A019753
N,N,0,62,0,A019754
Y,N,1,25,0,A019755
N,N,0,11,1,A019756
N,N,0,38,0,A019757
N,N,0,11,0,A019758
N,N,0,7,0,A019759
N,N,1,16,0,A019760
N,N,0,26,0,A019761
N,N,0,11,0,A019762
N,N,0,0,1,A019763
N,N,0,56,0,A019764
N,N,0,172,0,A019765
N,N,0,27,0,A019766
N,N,0,108,0,A019767
N,N,0,15,0,A019768
Y,N,1,10,1,A019769
N,Y,1,2,1,A019770
N,N,0,10,0,A019771
N,N,0,24,0,A019772
N,N,0,7,0,A019773
N,Y,1,38,0,A019774
N,N,0,4,0,A019775
N,N,0,26,1,A019776
N,Y,1,,0,A019777
N,N,0,53,0,A019778
Y,N,1,,0,A019779
Y,N,1,8,0,A019780
N,Y,1,120,0,A019781
Y,N,1,23,0,A019782
N,N,0,32,0,A019783
N,N,0,6,1,A019784
N,N,0,146,0,A019785
N,N,1,176,0,A019786
N,Y,1,4,1,A019787
N,N,0,21,0,A019788
N,N,0,4,1,A019789
N,N,1,76,1,A019790
N,Y,1,,0,A019791
Y,N,1,141,0,A019792
N,N,0,108,0,A019793
N,Y,1,12,0,A019794
N,N,0,19,0,A019795
N,N,0,181,0,A019796
N,N,0,58,0,A019797
N,Y,1,0,0,A019798
N,Y,1,135,0,A019799
N,N,0,93,0,A019800
N,N,0,69,1,A019801
N,N,0,129,0,A019802
N,N,0,44,0,A019803
N,N,0,56,0,A019804
N,N,0,28,0,A019805
Y,N,1,3,0,A019806
N,N,0,98,0,A019807
N,N,0,10,0,A019808
N,N,1,69,0,A019809
N,N,0,161,0,A019810
N,N,0,22,0,A019811
N,N,0,99,0,A019812
Y,N,1,,0,A019813
Y,N,1,1,0,A019814
N,N,0,50,0,A019815
